course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,students_enrolled_numeric,combined_features,difficulty_encoded,certificate_encoded,popularity_score,cluster
cybersecurity and its ten domains,university system of georgia,course,4.2,beginner,140k,140000.0,cybersecurity and its ten domains university system of georgia course beginner,1,0,0.498143795063684,3
cybersecurity for business,university of colorado system,specialization,4.6,beginner,23k,23000.0,cybersecurity for business university of colorado system specialization beginner,1,2,0.3442186571125996,6
c mo hablar bien en p blico,universitat aut noma de barcelona,course,4.8,beginner,55k,55000.0,c mo hablar bien en p blico universitat aut noma de barcelona course beginner,1,0,0.4937666265224876,3
dairy production and management,the pennsylvania state university,course,4.8,mixed,23k,23000.0,dairy production and management the pennsylvania state university course mixed,3,0,0.3825049408727006,7
data analysis and interpretation,wesleyan university,specialization,4.4,beginner,100k,100000.0,data analysis and interpretation wesleyan university specialization beginner,1,2,0.4934895383563478,3
data analysis and presentation skills the pwc approach,pwc,specialization,4.6,beginner,220k,220000.0,data analysis and presentation skills the pwc approach pwc specialization beginner,1,2,0.6323988001127501,3
data analysis with python,ibm,course,4.7,beginner,110k,110000.0,data analysis with python ibm course beginner,1,0,0.5630824232759473,5
data analytics for lean six sigma,university of amsterdam,course,4.8,beginner,24k,24000.0,data analytics for lean six sigma university of amsterdam course beginner,1,0,0.3879362079330386,3
data collection and processing with python,university of michigan,course,4.7,intermediate,19k,19000.0,data collection and processing with python university of michigan course intermediate,2,0,0.3389803170631267,5
data engineering on google cloud platform,google cloud,specialization,4.4,intermediate,3k,3000.0,data engineering on google cloud platform google cloud specialization intermediate,2,2,0.0460205597866967,8
data engineering with google cloud,google cloud,professional certificate,4.6,intermediate,120k,120000.0,data engineering with google cloud google cloud professional certificate intermediate,2,1,0.5550436589468113,8
data engineering big data and machine learning on gcp,google cloud,specialization,4.6,intermediate,120k,120000.0,data engineering big data and machine learning on gcp google cloud specialization intermediate,2,2,0.5550436589468113,8
data management for clinical research,vanderbilt university,course,4.7,beginner,42k,42000.0,data management for clinical research vanderbilt university course beginner,1,0,0.440209483360559,3
data mining,university of illinois at urbana champaign,specialization,4.4,intermediate,140k,140000.0,data mining university of illinois at urbana champaign specialization intermediate,2,2,0.5364300788237846,1
data science,johns hopkins university,specialization,4.5,beginner,830k,830000.0,data science johns hopkins university specialization beginner,1,2,0.7827100882887672,4
data science math skills,duke university,course,4.5,beginner,140k,140000.0,data science math skills duke university course beginner,1,0,0.5555732207038351,3
data science methodology,ibm,course,4.6,beginner,89k,89000.0,data science methodology ibm course beginner,1,0,0.5169038239924513,5
data science foundations using r,johns hopkins university,specialization,4.6,beginner,740k,740000.0,data science foundations using r johns hopkins university specialization beginner,1,2,0.7872054891346978,4
data science statistics and machine learning,johns hopkins university,specialization,4.4,intermediate,210k,210000.0,data science statistics and machine learning johns hopkins university specialization intermediate,2,2,0.5881756155790292,4
data visualization and communication with tableau,duke university,course,4.7,mixed,130k,130000.0,data visualization and communication with tableau duke university course mixed,3,0,0.5844018450822714,7
data visualization with advanced excel,pwc,course,4.8,beginner,60k,60000.0,data visualization with advanced excel pwc course beginner,1,0,0.5048709073933941,3
data visualization with python,ibm,course,4.6,intermediate,66k,66000.0,data visualization with python ibm course intermediate,2,0,0.4787480055686819,5
data visualization with tableau,university of california davis,specialization,4.5,beginner,96k,96000.0,data visualization with tableau university of california davis specialization beginner,1,2,0.5074229918583968,9
data warehousing for business intelligence,university of colorado system,specialization,4.5,advanced,140k,140000.0,data warehousing for business intelligence university of colorado system specialization advanced,0,2,0.5555732207038351,6
data and health indicators in public health practice,johns hopkins university,course,4.7,beginner,18k,18000.0,data and health indicators in public health practice johns hopkins university course beginner,1,0,0.3320805802846895,4
data driven decision making,pwc,course,4.6,beginner,120k,120000.0,data driven decision making pwc course beginner,1,0,0.5550436589468113,3
databases and sql for data science,ibm,course,4.7,beginner,110k,110000.0,databases and sql for data science ibm course beginner,1,0,0.5630824232759473,5
de mystifying mindfulness,universiteit leiden,course,4.8,beginner,150k,150000.0,de mystifying mindfulness universiteit leiden course beginner,1,0,0.6218075210897727,3
decision making and scenarios,university of pennsylvania,course,4.6,mixed,31k,31000.0,decision making and scenarios university of pennsylvania course mixed,3,0,0.3823111827689356,7
deep learning,deeplearning ai,specialization,4.8,intermediate,690k,690000.0,deep learning deeplearning ai specialization intermediate,2,2,0.8165636041424014,2
democracia y decisiones p blicas introducci n al an lisis de pol ticas p blicas,universitat aut noma de barcelona,course,4.8,beginner,44k,44000.0,democracia y decisiones p blicas introducci n al an lisis de pol ticas p blicas universitat aut noma de barcelona course beginner,1,0,0.4652894155229892,3
dentistry 101,university of michigan,course,4.7,beginner,4.5k,4500.0,dentistry 101 university of michigan course beginner,1,0,0.1551816498723919,3
dermatology trip to skin,novosibirsk state university,course,4.4,beginner,8.2k,8200.0,dermatology trip to skin novosibirsk state university course beginner,1,0,0.1743192407190437,0
design thinking for innovation,university of virginia,course,4.6,beginner,240k,240000.0,design thinking for innovation university of virginia course beginner,1,0,0.6435032260043001,3
design thinking for the greater good innovation in the social sector,university of virginia,course,4.6,beginner,17k,17000.0,design thinking for the greater good innovation in the social sector university of virginia course beginner,1,0,0.3056432446041914,3
design and interpretation of clinical trials,johns hopkins university,course,4.7,mixed,67k,67000.0,design and interpretation of clinical trials johns hopkins university course mixed,3,0,0.4998102667218029,4
design and make infographics project centered course,michigan state university,course,4.7,mixed,97k,97000.0,design and make infographics project centered course michigan state university course mixed,3,0,0.5470317705969365,0
design led strategy design thinking for business strategy and entrepreneurship,the university of sydney,course,4.6,intermediate,19k,19000.0,design led strategy design thinking for business strategy and entrepreneurship the university of sydney course intermediate,2,0,0.3198371751830762,2
developing apis with google cloud s apigee api platform,google cloud,specialization,4.6,intermediate,16k,16000.0,developing apis with google cloud s apigee api platform google cloud specialization intermediate,2,2,0.2979067421913424,8
developing applications with google cloud platform,google cloud,specialization,4.7,intermediate,300k,300000.0,developing applications with google cloud platform google cloud specialization intermediate,2,2,0.6911240526168028,8
developing applications with google cloud platform,google cloud,specialization,4.8,intermediate,4k,4000.0,developing applications with google cloud platform google cloud specialization intermediate,2,2,0.1592967535243397,8
